DTYYYYMMDD,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT,OPENINT,OPENINT
20120529,26851.9,26856.1,26803.6,26803.6,125276543,3.05E+11,15817,26848.7
20120530,26804,26819,26755.8,26755.9,134627595,3.32E+11,15769,26803.6
20120602,26756.4,26760.5,26734.6,26735.4,179306163,3.64E+11,11098,26755.9
20120605,26737.3,26749.4,26693,26693,191251088,3.62E+11,11595,26735.4
20120606,26691.7,26691.7,26623,26635.6,101613488,2.48E+11,11440,26693
20120609,26635.1,26635.1,26365.1,26365.2,189780861,6.65E+11,9832,26635.6
20120610,26364.9,26364.9,26264.8,26264.8,198792294,5.55E+11,13214,26365.2
20120611,26269.2,26412.1,26269.2,26411.8,149187550,4.52E+11,11168,26264.8
20120612,26420.9,26444.9,26420.9,26440.5,174426398,6.88E+11,10116,26411.8
20120613,26429.5,26439.1,26423.5,26439.1,133576455,3.57E+11,9729,26440.5
20120616,26437.4,26439.5,26406.7,26406.7,79696605,2.99E+11,9898,26439.1
20120617,26408.2,26408.2,26325.5,26325.5,61822722,2.03E+11,9024,26406.7
20120619,26326.2,26326.2,26291.8,26291.8,59248503,1.67E+11,7597,26325.5
20120620,26290.4,26290.4,26165.9,26165.9,101389113,2.90E+11,11212,26291.8
20120623,26161.3,26161.3,25938.1,25938.1,132323202,4.67E+11,8008,26165.9
20120624,25901.9,25901.9,25681,25681.1,187450022,7.15E+11,10227,25938.1
20120625,25685.7,25686.3,25558.3,25558.4,257899420,6.45E+11,13614,25681.1
20120626,25546.6,25546.6,25325,25325,122901462,2.67E+11,10236,25558.4
20120627,25261.2,25261.2,25054.6,25054.6,220165382,4.71E+11,14037,25325
20120630,25053.7,25170.7,25053.7,25170.7,83472060,2.15E+11,10713,25054.6
20120701,25187.4,25227.2,25183.6,25227.2,155017703,2.70E+11,11209,25170.7
20120702,25260.4,25345.6,25260.4,25345.5,188261669,5.12E+11,13514,25227.2
20120703,25345.4,25450.8,25345.4,25438,300747722,5.69E+11,15702,25345.5
20120704,25463.8,25467.5,25416.9,25428.5,167396615,4.34E+11,13543,25438
20120707,25433.3,25462.5,25433.3,25445.5,96301675,1.96E+11,10152,25428.5
20120708,25412.1,25486.7,25352.9,25354.3,172130575,3.46E+11,14500,25445.5
20120709,25362.5,25372.8,25279.2,25279.2,125370680,2.47E+11,11748,25354.3
20120710,25280.1,25307.9,25275.2,25307.5,151186316,4.05E+11,15024,25279.2
20120711,25322.8,25430.8,25322.8,25388.1,492920256,8.58E+11,18905,25307.5
20120714,25381.3,25445,25381.3,25431.5,134614940,3.35E+11,12442,25388.1
20120715,25433.3,25449.8,25296.1,25296.1,281915789,5.85E+11,13865,25431.5
20120716,25292.9,25292.9,25159.7,25159.7,196405459,4.35E+11,12518,25296.1
20120717,25155.3,25155.3,25021.3,25021.3,569996866,8.47E+11,12603,25159.7
20120718,25021,25039.2,25013.5,25039.2,67692305,1.79E+11,9207,25021.3
20120721,25044.9,25050.4,25021.2,25021.2,61624979,1.33E+11,7277,25039.2
20120722,25024.7,25024.7,24996,24996,84100283,2.01E+11,8977,25021.2
20120723,24996.8,25039.2,24995.7,25029.5,90078668,2.16E+11,9536,24996
20120724,25035.1,25120.8,25035.1,25094.3,95332475,2.36E+11,12137,25029.5
20120725,25099.3,25117.6,25088.8,25088.8,186843099,4.17E+11,9040,25094.3
20120728,25103.2,25103.2,25023.3,25023.3,117859177,2.58E+11,13308,25088.8
20120729,25022.5,25022.5,24747.4,24747.4,101380550,2.53E+11,11879,25023.3
20120730,24727.7,24727.7,24550.4,24550.4,101191085,2.60E+11,11955,24747.4
20120731,24547.3,24584,24546.6,24584,122292032,3.15E+11,12481,24550.4
20120801,24581.7,24588.2,24546.7,24546.7,134308753,3.28E+11,13833,24584
20120804,24544.5,24544.5,24332.6,24332.6,110531077,2.74E+11,9851,24546.7
20120805,24304.5,24304.5,24108.5,24108.5,137214573,2.70E+11,8798,24332.6
20120806,24105.2,24115.4,24001,24001,360268601,7.98E+11,15463,24108.5
20120807,23997.3,23998.8,23854.6,23855.1,247973343,4.08E+11,11903,24001
20120808,23852.1,23852.1,23767.5,23787.3,203740756,4.62E+11,13562,23855.1
20120811,23793.7,23957.2,23793.7,23957.2,79683546,2.36E+11,10283,23787.3
20120812,24008.5,24031.7,24008.5,24024.2,167817942,6.14E+11,13773,23957.2
20120813,24054.6,24055.5,24045.8,24049.7,115292165,3.65E+11,9820,24024.2
20120814,24061.7,24102.2,24061.7,24102.1,83937649,2.09E+11,10310,24049.7
20120815,24105.9,24125.3,24105.9,24125.3,63873369,1.62E+11,8062,24102.1
20120818,24126.8,24144.7,24126.8,24144.7,51367500,1.63E+11,6939,24125.3
20120821,24165.5,24279.1,24165.5,24279.1,66639152,2.09E+11,8165,24144.7
20120822,24299,24340.4,24299,24339.2,353483814,5.62E+11,9015,24279.1
20120825,24363.5,24528.2,24363.5,24523.2,273997561,4.91E+11,11839,24339.2
20120826,24566.4,24589.3,24554.8,24586.5,205795748,4.17E+11,12296,24523.2
20120827,24609.5,24653,24599.9,24649,196025653,4.57E+11,13517,24586.5
20120902,24662.3,24730.1,24662.3,24730.1,117965811,3.00E+11,10948,24649
20120903,24729.5,25055.1,24729.5,25055,194953768,5.68E+11,16701,24730.1
20120904,25031.8,25384,25031.8,25384,230103688,5.51E+11,17095,25055
20120905,25373.1,25664.4,25373.1,25659.9,404041060,1.08E+12,20986,25384
20120908,25658,25810.4,25658,25791.9,264079951,8.06E+11,23379,25659.9
20120909,25794.6,25794.7,25569,25569.2,205497008,5.41E+11,20385,25791.9
20120910,25582.4,25735.1,25574.4,25735.1,224672891,6.20E+11,19026,25569.2
20120911,25735.5,25902.7,25735.5,25889.2,268243363,8.09E+11,18486,25735.1
20120915,25888.2,26285.4,25888.2,26283.7,302839661,9.18E+11,24624,25889.2
20120916,26282.6,26315.9,26217.2,26217.2,251125963,9.63E+11,19082,26283.7
20120917,26221.9,26470.6,26221.9,26470.6,403865236,1.17E+12,24692,26217.2
20120918,26433,26583.3,26433,26556.9,368877751,9.55E+11,22378,26470.6
20120919,26587.8,26597.8,26514.5,26514.5,635541484,1.25E+12,29714,26556.9
20120922,26519.4,26875.4,26519.4,26875.3,482498458,1.23E+12,23684,26514.5
20120923,26884.2,27139.4,26884.2,27127.1,445685858,1.10E+12,30936,26875.3
20120924,27126.6,27126.6,27059.2,27080.7,263110167,8.87E+11,23085,27127.1
20120925,27102,27440.1,27102,27440.1,307555430,8.49E+11,23044,27080.7
20120926,27445.6,28132.2,27445.6,28132.2,510615475,1.47E+12,27726,27440.1
20120929,28134.1,28828.7,28134.1,28828.7,375296277,1.35E+12,28667,28132.2
20120930,28832.4,29287.6,28832.4,29207.1,584127753,1.80E+12,40167,28828.7
20121001,29230.5,29230.5,28788.8,28788.8,343334631,9.98E+11,26820,29207.1
20121002,28795.7,28795.7,28591.6,28667.1,394456059,1.00E+12,26826,28788.8
20121003,28817.4,29123.4,28817.4,29098.5,542114525,1.82E+12,33528,28667.1
20121006,28817.4,29062.3,28789.5,28862.9,316118060,9.40E+11,22989,29098.5
20121007,28864.9,28927.8,28858.6,28858.6,269904140,7.58E+11,21415,28862.9
20121008,28895.6,29014.1,28895.6,29014.1,529433223,1.77E+12,19214,28858.6
20121009,29040.8,29074.9,29032.5,29032.5,524460997,1.57E+12,21241,29014.1
20121010,29030.4,29034.4,28845.7,28845.7,181347385,5.40E+11,17438,29032.5
20121013,28832.2,28832.2,28557.9,28557.9,133841629,4.62E+11,15655,28845.7
20121014,28553.6,28656.1,28532,28656.1,247160765,6.94E+11,25055,28557.9
20121015,28710.4,29018.1,28710.4,28981.3,256026448,8.24E+11,24889,28656.1
20121016,28953.4,29266.6,28953.4,29248.2,338777987,1.11E+12,30043,28981.3
20121017,29248.2,29502.5,29248.2,29502,271990122,9.83E+11,27689,29248.2
20121020,29501,29996.4,29501,29992.6,320790971,9.41E+11,28810,29502
20121021,29993.6,30247.6,29993.6,30211.4,527954143,1.79E+12,35178,29992.6
20121022,30245.6,30703.1,30245.6,30671.6,502273015,1.73E+12,28125,30211.4
20121023,30664.7,30681.1,30615.7,30615.7,299257864,8.53E+11,23040,30671.6
20121024,30594.2,30749.6,30594.2,30749.3,532474033,1.79E+12,27537,30615.7
20121027,30751.8,31131.4,30751.8,31121.7,425329349,1.54E+12,25321,30749.3
20121028,31117.4,31205,31117.4,31160.1,346306848,1.06E+12,28124,31121.7
20121029,31207.8,31234.8,31198.4,31221.5,353043879,1.07E+12,26685,31160.1
20121030,31272.4,31435.5,31272.4,31331.6,504749262,1.52E+12,33264,31221.5
20121031,31330.2,31330.2,31082,31082.4,219539973,6.84E+11,23852,31331.6
20121104,31102.4,31298.5,31100.9,31205.2,222229191,6.95E+11,22567,31082.4
20121105,31166.9,31166.9,30736.6,30736.6,236796899,8.19E+11,22386,31205.2
20121106,30749,30965.4,30749,30940.3,273902793,1.03E+12,24183,30736.6
20121107,30940.5,31282.9,30940.5,31282.9,281610917,9.66E+11,25547,30940.3
20121110,31284.1,31355.6,31149.8,31220.1,219963931,8.02E+11,25001,31282.9
20121111,31218.4,31218.4,31015.6,31015.6,299093283,7.64E+11,19598,31220.1
20121112,31008.6,31009.5,30969.2,30978.8,356835843,1.60E+12,19313,31015.6
20121113,31025,31215,31025,31215,287858796,8.92E+11,24335,30978.8
20121114,31255.1,31370.2,31255.1,31336.4,409377375,1.61E+12,28297,31215
20121117,31350.8,31388.6,31260.3,31260.3,299550989,8.41E+11,30364,31336.4
20121118,31259.2,31342,31259.2,31271.2,282712548,7.21E+11,27560,31260.3
20121119,31291,31291,31096.5,31096.5,456881131,9.36E+11,44809,31271.2
20121120,31097.8,31140.9,31085.4,31140.9,220511737,5.35E+11,22378,31096.5
20121121,31175.6,31259.5,31175.6,31259.5,208907519,4.54E+11,23747,31140.9
20121126,31264.3,31608.9,31264.3,31608.9,239197226,7.40E+11,21409,31259.5
20121127,31608.3,32018.4,31608.3,32018.1,402430027,9.60E+11,26256,31608.9
20121128,32017.6,32340.5,32017.6,32339.5,422570631,1.35E+12,30493,32018.1
20121201,32339.1,32742.4,32339.1,32741.5,466545411,1.26E+12,31365,32339.5
20121202,32737.6,33189.2,32737.6,33113.5,586228418,1.79E+12,36259,32741.5
20121203,33114.1,33114.1,33015.1,33015.7,390800327,9.74E+11,26243,33113.5
20121204,33016.9,33131,33016.9,33073.4,457546456,1.29E+12,28174,33015.7
20121205,33096.1,33282,33096.1,33282,501513003,1.58E+12,31982,33073.4
20121208,33297,33716.2,33297,33659.9,412083515,1.49E+12,35957,33282
20121209,33662.3,33662.4,33544,33612.6,637192873,2.29E+12,29173,33659.9
20121210,33612.7,33865.9,33612.7,33760.8,531863120,1.50E+12,29771,33612.6
20121211,33799.4,33921.7,33799.4,33889.4,280340847,1.02E+12,28269,33760.8
20121212,33914,33920.7,33687,33687,287542471,9.68E+11,26004,33889.4
20121215,33718,33968.7,33718,33949.3,443473057,1.63E+12,24987,33687
20121216,33947,34090.9,33947,34090.9,450674563,1.82E+12,28487,33949.3
20121217,34090.3,34669.5,34090.3,34669.5,605712679,2.43E+12,30921,34090.9
20121218,34887.4,35106.2,34887.4,35106.2,462844560,1.59E+12,32837,34669.5
20121219,35183.5,35775.9,35183.5,35760.3,350456171,1.64E+12,34654,35106.2
20121222,35183.5,36040.5,35798.7,36040.5,496368624,2.25E+12,32944,35760.3
20121223,36039.8,36829.3,36039.8,36829.3,898871769,3.10E+12,39850,36040.5
20121224,37105.2,37530.7,37105.2,37530.7,407660403,2.14E+12,40663,36829.3
20121225,37728.9,37746.4,37364.7,37366.4,586856283,2.75E+12,46633,37530.7
20121226,37414,37850.9,37396.9,37798.8,456733834,2.54E+12,41719,37366.4
20121229,37799.2,37918.1,37622.4,37622.4,343516059,1.47E+12,33295,37798.8
20121230,37614.3,37614.3,37088.9,37116.3,280908028,1.13E+12,27275,37622.4
20121231,37295.7,37860.6,37295.7,37860.6,340561306,1.41E+12,33895,37116.3
20130101,37861.6,38091.7,37861.6,37987,260866661,1.28E+12,30582,37860.6
20130102,37987.4,37987.4,37648.5,37648.5,264454809,8.99E+11,25206,37987
20130106,37646.6,37650.5,37059,37059,161873518,6.31E+11,22308,37648.5
20130107,37060,37077,37014.9,37077,193891468,8.64E+11,25049,37059
20130108,37098.1,37315,37098.1,37314.9,237485371,7.76E+11,21746,37077
20130109,37323.2,37441.5,37323.2,37441.5,206721697,8.56E+11,23860,37314.9
20130113,37436,37827.4,37436,37786.2,314985792,1.89E+12,29609,37441.5
20130114,37892.6,38110.9,37892.6,38082.8,380213274,1.44E+12,33177,37786.2
20130115,38208.6,38402.9,38208.6,38322.5,388354948,1.43E+12,32662,38082.8
20130116,38312.9,38345.1,38220,38343.6,232172053,9.87E+11,28016,38322.5
20130119,38146.1,38146.1,37898.8,37898.8,191567091,8.17E+11,22553,38343.6
20130120,37835.1,37835.1,37627.5,37627.5,182055891,7.45E+11,22371,37898.8
20130121,37628.5,37639,37284,37284,215099625,6.62E+11,25298,37627.5
20130122,37193.6,37193.6,36594,36594,250264175,1.03E+12,20752,37284
20130123,37193.6,37257.1,36771.6,37233.7,315956467,1.84E+12,34667,36594
20130126,37404,37437.9,37404,37409.4,265115050,1.20E+12,27202,37233.7
20130128,36723.3,36723.3,36616.9,36674.7,207943760,8.08E+11,24377,37409.4
20130130,36668.4,36684.4,36544.7,36554.9,169131348,7.26E+11,18787,36674.7
20130202,36570.3,36813.1,36570.3,36801.4,272461297,8.59E+11,20194,36554.9
20130203,36812.6,36812.6,36755.5,36761.1,292808751,9.21E+11,20435,36801.4
20130204,36724.1,36724.1,36447,36447,284124145,8.42E+11,20929,36761.1
20130205,36455.4,36516.2,36454.8,36505.6,305945009,1.04E+12,18637,36447
20130206,36528.5,36913.3,36528.5,36913.3,334973511,1.26E+12,19732,36505.6
20130209,36961.9,38209.5,36961.9,38205.4,313819420,1.24E+12,24045,36913.3
20130211,38240.4,38394.3,38240.4,38394.3,383594950,1.19E+12,22979,38205.4
20130212,38497,38711.7,38497,38640.1,429469319,1.85E+12,27982,38394.3
20130213,38716.2,38716.2,38576.9,38611.4,166660863,6.66E+11,22965,38640.1
20130216,38649.8,38707.1,38646.6,38655,452464177,2.42E+12,24277,38611.4
20130217,38698.2,38758,38698.2,38710.3,225909304,1.29E+12,28091,38655
20130218,38745.1,38824.8,38739.4,38739.4,284505391,1.27E+12,24910,38710.3
20130219,38764.3,38764.3,38550.8,38550.8,214472565,8.87E+11,24497,38739.4
20130220,38556.9,38620.1,38479.2,38479.2,225901476,8.90E+11,25159,38550.8
20130223,38522.5,38522.5,38325.8,38325.8,233023497,1.13E+12,27088,38479.2
20130224,38327.7,38385.5,37931.1,37931.1,374224624,1.62E+12,34864,38325.8
20130225,37910.9,37910.9,37350.6,37350.6,264901775,8.64E+11,20182,37931.1
20130226,37351,37573.8,37314.4,37573.7,277201556,7.55E+11,18773,37350.6
20130227,37588.6,37822.1,37588.6,37811.6,483958678,2.67E+12,22434,37573.7
20130302,37803.3,37813.3,37437.2,37437.2,199978311,1.22E+12,23621,37811.6
20130303,37439.5,37439.5,37133.6,37156.1,396252194,1.84E+12,26499,37437.2
20130304,37168.7,37206.6,37135.9,37135.9,249339390,7.71E+11,25691,37156.1
20130305,37210.8,37227.7,36950.6,36950.6,295411278,7.72E+11,27283,37135.9
20130306,36942,36963.2,36925.1,36925.1,180973919,7.17E+11,22817,36950.6
20130309,36925.4,36925.4,36585.5,36585.5,216354540,7.82E+11,19453,36925.1
20130310,36588.8,37115.9,36585.7,37101,259826135,1.16E+12,26728,36585.5
20130311,37178.2,37244,37144.6,37193.6,385815497,1.26E+12,24361,37101
20130312,37193.3,37268.4,37137.7,37268.4,225015071,1.16E+12,23650,37193.6
20130313,37408.5,37998.7,37408.5,37998.7,522238273,2.52E+12,32350,37268.4
20130316,38047.2,38126.4,37854.8,37854.8,876334092,3.58E+12,22878,37998.7
20130317,37734.7,37734.7,37514,37516.1,696712162,3.02E+12,18128,37854.8
20130318,37527.5,38040.8,37527.5,38040.8,439074140,2.62E+12,28283,37516.1
20130325,38074.8,38602.6,38074.8,38602.6,149355775,5.09E+11,9168,38040.8
20130326,38707.2,39351.1,38707.2,39351.1,122483672,5.56E+11,15123,38602.6
20130327,39563.3,39744.5,39563.3,39741.8,127163253,7.95E+11,19773,39351.1
20130330,39821.6,39824.1,39688.2,39714.9,128900590,6.47E+11,22042,39741.8
20130331,39742.6,39990.2,39742.6,39990.2,125450360,5.95E+11,21520,39714.9
20130403,40020.8,40151.4,40015.1,40151.1,207799958,6.07E+11,22921,39990.2
20130406,40199.6,40282.5,40134.2,40134.3,205727057,6.61E+11,26939,40151.1
20130407,40119.4,40119.4,39915.6,39915.6,168859339,6.40E+11,24608,40134.3
20130408,40071.9,40142.2,40066.2,40068,204459515,1.10E+12,27378,39915.6
20130409,40282.7,40615.1,40282.7,40606.6,215881722,1.02E+12,28436,40068
20130410,40615.4,40615.4,40533,40533,243556244,1.16E+12,34964,40606.6
20130413,40546.5,40548.3,40255.1,40255.1,215318877,9.16E+11,30179,40533
20130415,40274.8,40621,40274.8,40621,197658405,9.93E+11,28761,40255.1
20130416,40649.7,40871.9,40639.5,40834.9,307711017,1.73E+12,36173,40621
20130417,40968.7,41024.8,40747.6,40747.6,370500239,1.85E+12,43321,40834.9
20130420,40748.9,40908.7,40550.7,40550.8,270845947,1.46E+12,36885,40747.6
20130421,40550.4,40557.6,40396.3,40506,251226471,1.11E+12,34729,40550.8
20130422,40506.7,41133,40506.7,41133,222731546,1.05E+12,28782,40506
20130423,41134.3,41583.8,41134.3,41583.8,254761600,1.21E+12,32894,41133
20130424,41701.4,42056.5,41701.4,42052.4,318969481,1.46E+12,40781,41583.8
20130427,42054.6,42360.7,42054.6,42334.2,277538878,1.04E+12,34055,42052.4
20130428,42499.5,42596,42499.5,42507.7,310347227,1.75E+12,40060,42334.2
20130429,42509.6,43192.3,42509.6,43192.3,312044098,1.11E+12,33177,42507.7
20130430,43290.1,44069.3,43290.1,43994.3,363489982,1.92E+12,46426,43192.3
20130501,43999.7,44537.1,43999.7,44537.1,454453347,2.48E+12,55408,43994.3
20130504,44892.1,45032.7,44892.1,44993.5,378659790,2.11E+12,47309,44537.1
20130505,45033.2,45068.6,44897.1,44897.9,412193721,2.13E+12,48251,44993.5
20130506,44903.3,44957.3,44815.1,44943.7,455617251,2.66E+12,44880,44897.9
20130507,44952.4,45025.1,44707.2,44707.4,208689741,9.10E+11,26362,44943.7
20130508,44909.6,44909.6,44683.9,44683.9,379650858,2.56E+12,40516,44707.4
20130511,44602.8,45091.5,44582.1,45091.4,317607542,2.04E+12,40181,44683.9
20130512,45480.9,45792.3,45480.9,45512.7,443745812,2.61E+12,48247,45091.4
20130513,45512.9,45512.9,44963.3,44963.3,237446693,1.37E+12,29104,45512.7
20130514,44826.8,44826.8,44129,44129,189942793,1.07E+12,24212,44963.3
20130515,44297.7,44392.9,43864.2,43864.3,315618892,1.89E+12,39480,44129
20130518,43864.3,43864.3,43300.9,43301,119113769,5.29E+11,18604,43864.3
20130519,43302.7,43302.7,42733.8,42795.5,260085763,1.63E+12,31909,43301
20130520,42851.3,43055.1,42851.3,43047.3,170989209,8.27E+11,26167,42795.5
20130521,43074.1,43074.2,42839.2,42855.7,182271881,8.84E+11,27459,43047.3
20130522,42777.6,42777.6,42631.6,42777.2,211125027,8.20E+11,24715,42855.7
20130525,42837.6,43485.2,42837.6,43485.2,161507353,6.39E+11,21187,42777.2
20130526,43486.2,43910.8,43486.2,43910.7,233743735,9.01E+11,27165,43485.2
20130527,44013.9,44182.2,44013.9,44107.4,317134247,1.24E+12,35119,43910.7
20130528,44268.2,44470.7,44264.9,44470.7,261656820,1.18E+12,28894,44107.4
20130529,44622.6,45162.2,44622.6,45162.2,378301433,1.48E+12,37597,44470.7
20130601,45247.5,45257.7,44925.8,44945.1,371655595,1.66E+12,41381,45162.2
20130602,44981,45247.8,44974.9,45247.8,344512195,1.30E+12,37748,44945.1
20130603,45309.8,45590.1,45309.8,45590,458536230,1.80E+12,47461,45247.8
20130608,45673,45689.7,45488.2,45488.2,233307666,1.02E+12,30788,45590
20130609,45487.9,45487.9,45199.1,45199.1,188281216,8.54E+11,26733,45488.2
20130610,45180.8,45209.6,45110.7,45206.5,334879226,1.10E+12,31715,45199.1
20130611,45212.7,45553.4,45212.7,45553.4,273854913,1.10E+12,36492,45206.5
20130612,45706.8,45740.3,45670.7,45671.9,308498954,1.41E+12,39618,45553.4
20130615,45951.2,46623.6,45951.2,46623,457369314,1.51E+12,29487,45671.9
20130616,46902.3,47820.1,46902.3,47817.9,588834175,2.43E+12,48850,46623
20130617,48122,48333.3,48025.2,48333.3,611876000,2.25E+12,51570,47817.9
20130618,48526.1,48795.3,48526.1,48783,1893861086,6.27E+12,51696,48333.3
20130619,48884,48930.4,48876.9,48916.7,1181843608,3.50E+12,53567,48783
20130622,48902.8,49088.8,48539.3,48539.3,664340246,2.31E+12,51778,48916.7
20130623,48575.3,48751.1,48575.3,48631.1,871836372,2.31E+12,65299,48539.3
20130625,48651.8,48651.8,48576.3,48634,459180450,1.65E+12,49514,48631.1
20130626,48718.5,49427.4,48718.5,49427.4,396801042,1.53E+12,41695,48634
20130629,49714,50471.1,49714,50471.1,511056608,1.98E+12,50820,49427.4
20130630,50599.5,51321.3,50599.5,51321.3,682096779,2.80E+12,55545,50471.1
20130701,51585.1,52244.1,51585.1,52244.1,1038255020,3.14E+12,67709,51321.3
20130702,52317.4,52317.4,51846.3,51846.3,1006911602,3.18E+12,80751,52244.1
20130703,51942.8,52735.3,51942.8,52735.2,754312912,2.84E+12,63974,51846.3
20130706,52747.5,54294.8,52747.5,54289.7,1102264403,3.84E+12,61056,52735.2
20130707,54784.7,54895.4,54678.4,54768.6,1150213007,4.59E+12,96853,54289.7
20130708,54816.6,54816.6,54616,54616,702097475,2.41E+12,58703,54768.6
20130709,54661.6,54677.1,54534.2,54534.2,616513924,2.12E+12,61999,54616
20130710,54667.1,55108.8,54667.1,55069.7,705782393,2.46E+12,70017,54534.2
20130713,55070.8,55202.9,54743.6,54744,1035259278,3.39E+12,83493,55069.7
20130714,54697.1,54697.1,54298.7,54298.7,566485366,1.84E+12,55453,54744
20130715,54312.7,54552,54312.7,54509.3,608017858,2.21E+12,63641,54298.7
20130716,54538.2,54558.3,54235.6,54235.9,785730761,2.79E+12,64816,54509.3
20130717,54234.7,54433.7,54234.7,54433.6,576798992,2.08E+12,62349,54235.9
20130720,54550.2,54873.4,54550.2,54872.3,561731991,2.02E+12,57419,54433.6
20130721,55097.4,55211.6,55089.9,55101,563413505,1.91E+12,54793,54872.3
20130722,55175.4,55354.9,55175.4,55329.3,521576616,2.10E+12,59171,55101
20130723,55578.3,55942.4,55564.1,55942.4,772997853,2.05E+12,62475,55329.3
20130724,55943.8,56426.3,55943.8,56426.3,609764949,2.07E+12,65252,55942.4
20130727,56428.4,56563.6,56290.3,56290.3,568863971,2.14E+12,62210,56426.3
20130728,56292.1,56551.9,56100.3,56551.9,519984582,1.75E+12,56621,56290.3
20130729,56549.1,57070.2,56328.1,56400.2,667135643,2.41E+12,67528,56551.9
20130731,56542.6,57168.2,56542.6,57168.2,647845442,2.52E+12,66321,56400.2
20130803,57166.3,57648.6,57166.3,57397.2,917476615,3.37E+12,89032,57168.2
20130804,57397.1,57492.2,57264.4,57264.4,571810502,2.13E+12,64932,57397.2
20130805,57267.5,57677.5,57267.5,57415.9,725472877,2.71E+12,61807,57264.4
20130806,57526,57730.7,57526,57674.8,697942502,2.68E+12,68684,57415.9
20130807,57898.1,58206.5,57898.1,58142.6,665106570,2.62E+12,71514,57674.8
20130811,58383.7,58889.9,58383.7,58889.9,450616692,1.69E+12,51672,58142.6
20130812,59131.7,59622.5,59131.7,59608.5,704032558,2.47E+12,66775,58889.9
20130813,59606.9,59970.9,59606.9,59754.8,1049786529,3.58E+12,89597,59608.5
20130814,59703.1,59703.1,59562.3,59610.2,978712375,3.07E+12,85857,59754.8
20130817,59963,60537,59963,60410.3,737783908,2.66E+12,70078,59610.2
20130818,60466.2,60466.2,59938.6,59938.6,824866482,2.38E+12,77293,60410.3
20130819,59907.4,60129.2,59907.4,60052.2,635166802,2.02E+12,74544,59938.6
20130820,60052.5,60052.5,59568,59568,460741132,1.62E+12,57043,60052.2
20130821,59497.9,59497.9,59281.5,59281.6,505546118,1.64E+12,57654,59568
20130824,59345.6,59596.8,59345.6,59552.8,492989546,1.98E+12,58252,59281.6
20130825,59551.7,61389.3,59551.7,61163.5,616988676,3.06E+12,77267,59552.8
20130826,61044.1,61044.1,60675.1,60675.7,572336223,2.82E+12,65851,61163.5
20130827,60479.5,60749.9,60002.4,60002.4,770868873,3.85E+12,90349,60675.7
20130828,59461.2,59461.2,58727.3,58727.3,275753612,1.52E+12,30080,60002.4
20130831,58586.2,58586.2,58498.6,58561,286989165,1.31E+12,40179,58727.3
20130901,58509.5,59061.4,58505.4,59057,347847675,1.82E+12,48023,58561
20130903,59054.7,59233.8,58953.3,58962.9,335981121,1.54E+12,41621,59057
20130904,58833.1,58833.1,58146.1,58146.1,134507478,6.47E+11,17468,58962.9
20130907,58013.4,58013.4,57491.6,57491.6,156088221,5.80E+11,17389,58146.1
20130908,57274,57274,57168.5,57198.1,313996285,1.11E+12,34800,57491.6
20130909,57180.9,57215.5,57031.5,57035.4,257869146,1.13E+12,35438,57198.1
20130910,57319.6,58190.4,57319.6,58190.4,548445407,2.19E+12,46740,57035.4
20130911,58183.1,59164.6,58183.1,59164.6,547671867,2.30E+12,53105,58190.4
20130914,59155.5,59254.9,59022.5,59117.4,315723903,1.40E+12,43363,59164.6
20130915,59238.2,59466.2,59238.2,59401.5,407270927,1.63E+12,53165,59117.4
20130916,59409.1,59464.9,59320.9,59347.7,355498989,1.36E+12,44857,59401.5
20130917,59569,60075.3,59569,60056.4,328329776,1.40E+12,45291,59347.7
20130918,60055.2,60964.1,60055.2,60964.1,458300389,2.05E+12,53938,60056.4
20130921,60987.9,62053.5,60987.9,62053.2,674385485,2.80E+12,64757,60964.1
20130922,62110,62110,61622.1,61707.2,738747327,3.41E+12,72553,62053.2
20130923,61704.9,62904.8,61704.9,62904.8,764074292,3.35E+12,67488,61707.2
20130924,62976.1,63284.6,62976.1,63010.2,886670249,3.11E+12,76260,62904.8
20130925,63016.7,63461.4,63003.3,63455.3,751264436,3.28E+12,74073,63010.2
20130928,63456.7,64695.4,63456.7,64695.4,763519629,2.76E+12,74481,63455.3
20130929,64696.9,65328.8,64696.9,65328.8,854114075,4.28E+12,93723,64695.4
20130930,65327.1,65811,65327.1,65720,604427186,3.45E+12,79350,65328.8
20131001,65720.5,66350,65720.5,66350,739155147,3.41E+12,84609,65720
20131002,66467.9,66620.4,66461.7,66506.3,572223713,2.91E+12,81320,66350
20131005,66607.2,66684,66607.2,66662.5,543759428,2.52E+12,69015,66506.3
20131006,66663.3,67064,66663.3,66997.7,587747950,3.09E+12,84694,66662.5
20131007,67002.2,67019.6,66889.9,67019,652272037,3.22E+12,78004,66997.7
20131008,67024.8,67508.9,67024.8,67505.3,1147113742,6.85E+12,81087,67019
20131009,67653,68486.4,67653,68461.5,1508474227,7.08E+12,88846,67505.3
20131012,68782.4,69703.5,68782.4,69703.5,1213912873,6.40E+12,91273,68461.5
20131013,69703.7,71060.8,69703.7,70951.5,1307958771,7.29E+12,112819,69703.5
20131014,71068.1,71522,70977,71471.8,884881582,5.31E+12,87460,70951.5
20131015,71913.6,72766.6,71913.6,72766.5,722798531,4.00E+12,83128,71471.8
20131019,72770.1,74519,72770.1,74400.2,1104898404,7.45E+12,99420,72766.5
