DTYYYYMMDD,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT,OPENINT,OPENINT
20090225,8266,8266,8248.9,8248.9,119714998,1.34E+11,3690,8266.2
20090228,8249,8249,8236.4,8243.2,117681460,1.43E+11,3654,8248.9
20090301,8243.6,8244.1,8226.5,8226.8,58188667,1.18E+11,5036,8243.2
20090302,8226,8226,8215.8,8216.1,20240217,31942324770,3537,8226.8
20090303,8215,8215,8200.9,8200.9,20748533,35563777137,3334,8216.1
20090304,8200.8,8200.8,8184.2,8185.3,15900708,27887571531,4012,8200.9
20090307,8176,8176,8133.5,8133.5,15883220,31039614500,3379,8185.3
20090308,8130.2,8130.2,8111,8111.2,18241229,30226331246,3440,8133.5
20090309,8111.9,8111.9,8096,8096,14195437,34556309916,3501,8111.2
20090310,8095.9,8136,8089.9,8126.5,24876844,59278508698,4697,8096
20090311,8131.6,8136.5,8127.4,8130.4,49010484,1.84E+11,4682,8126.5
20090314,8131.7,8132.6,8119,8120.3,47365027,1.90E+11,4426,8130.4
20090316,8120.4,8128.5,7972.3,7977.1,77539252,1.16E+11,6676,8120.3
20090317,7978.9,7980.5,7965.3,7972.3,92511733,2.81E+11,5525,7977.1
20090318,7974.4,7975,7955.2,7966.5,82347367,2.03E+11,5442,7972.3
20090325,7966.2,7966.5,7964.1,7965.6,8287992,21687473020,1402,7966.5
20090328,7965,7967,7962.1,7965.8,10809009,23549416509,1970,7965.6
20090329,7961.6,7961.6,7949.3,7955.4,20214777,45806183356,3319,7965.8
20090330,7957.8,7970.3,7955.2,7970.3,16563010,30117446537,3429,7955.4
20090331,7976.1,7990.9,7976.1,7988.7,31654393,52942793958,4998,7970.3
20090404,7989.1,8001.6,7986.6,8001.6,22199439,32905218362,3608,7988.7
20090405,7995.6,8006,7994.3,8006,40876741,75090271672,8479,8001.6
20090406,8009.5,8049,8009.5,8049,30413756,80346637718,6342,8006
20090407,8060.8,8077.9,8060.4,8077.9,37834725,84325579920,6798,8049
20090408,8082.4,8111.1,8082.4,8111.1,26395865,61917809306,6302,8077.9
20090411,8118.8,8153.5,8117.6,8153.5,23747070,55338639066,5171,8111.1
20090412,8174.2,8176,8165.5,8175.9,51329456,2.11E+11,7117,8153.5
20090413,8189.6,8203.6,8189.6,8203.6,57739444,1.19E+11,11024,8175.9
20090414,8236,8252.5,8236,8252.4,73334747,1.30E+11,9215,8203.6
20090415,8246.9,8261.7,8246.9,8251.6,39761013,68522264539,5799,8252.4
20090418,8251.2,8290.4,8251.2,8290.4,63018011,1.38E+11,8493,8251.6
